"Model Name","Model Family","Company / Provider","Official Website","Official Logo URL","Category / Task","Context Window","Open Weights Status","LLM Description","Quality Score","Last Verified Date"
"Qwen3.8-27B-MLX-4bit","Qwen3.8-27B-MLX-4bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-MLX-4bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",92,"2026-09-16"
"mdeberta-v3-base","mdeberta-v3-base","microsoft","https://www.microsoft.com","https://icon.horse/icon/microsoft.com","fill-mask","N/A","Open-Source (Permissive)","The mdeberta-v3-base by microsoft is an advanced AI model. It features robust architecture and broad utility for developer applications.",65,"2026-09-16"
"Qwen3-32B","Qwen3-32B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-32B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"dolphin-2.9.1-yi-1.5-34b","dolphin-2.9.1-yi-1.5-34b","dphn","https://www.dphn.com","N/A","text-generation","N/A","Open-Source (Permissive)","The dolphin-2.9.1-yi-1.5-34b by dphn is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"Qwen3.8-27B-MLX-8bit","Qwen3.8-27B-MLX-8bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-MLX-8bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"ms-marco-MiniLM-L4-v2","ms-marco-MiniLM-L4-v2","cross-encoder","https://www.crossencoder.com","N/A","text-ranking","N/A","Open-Source (Permissive)","The ms-marco-MiniLM-L4-v2 by cross-encoder is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"Qwen3.8-27B-MLX-6bit","Qwen3.8-27B-MLX-6bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-MLX-6bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"Qwen3.8-27B-MLX-5bit","Qwen3.8-27B-MLX-5bit","lmstudio-community","https://www.lmstudiocommunity.com","N/A","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.8-27B-MLX-5bit by lmstudio-community is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"gemma-4-E4B-it","gemma-4-E4B-it","google","https://www.google.com","https://icon.horse/icon/google.com","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E4B-it by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"Prompt-Guard-86M","Prompt-Guard-86M","meta-llama","https://www.metallama.com","https://icon.horse/icon/metallama.com","text-classification","N/A","Open-Weight (Restrictive Commercial)","The Prompt-Guard-86M by meta-llama is an advanced AI model. It features robust architecture and broad utility for developer applications.",90,"2026-09-16"
"ModernBERT-base","ModernBERT-base","answerdotai","https://www.answerdotai.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The ModernBERT-base by answerdotai is an advanced AI model. It features robust architecture and broad utility for developer applications.",62,"2026-09-16"
"DeepSeek-V4-Flash-0731","DeepSeek-V4-Flash-0731","deepseek-ai","https://www.deepseekai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The DeepSeek-V4-Flash-0731 by deepseek-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"bge-base-en-v1.5-course-recommender-v5","bge-base-en-v1.5-course-recommender-v5","datasocietyco","https://www.datasocietyco.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The bge-base-en-v1.5-course-recommender-v5 by datasocietyco is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"CLIP-ViT-L-14-laion2B-s32B-b82K","CLIP-ViT-L-14-laion2B-s32B-b82K","laion","https://www.laion.com","N/A","zero-shot-image-classification","N/A","Open-Source (Permissive)","The CLIP-ViT-L-14-laion2B-s32B-b82K by laion is an advanced AI model. It features robust architecture and broad utility for developer applications.",81,"2026-09-16"
"all-MiniLM-L12-v2","all-MiniLM-L12-v2","sentence-transformers","https://www.sentencetransformers.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The all-MiniLM-L12-v2 by sentence-transformers is an advanced AI model. It features robust architecture and broad utility for developer applications.",61,"2026-09-16"
"bert-base-multilingual-uncased","bert-base-multilingual-uncased","google-bert","https://www.googlebert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-base-multilingual-uncased by google-bert is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"wav2vec2-large-xlsr-53-russian","wav2vec2-large-xlsr-53-russian","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-russian by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",91,"2026-09-16"
"bge-reranker-base","bge-reranker-base","BAAI","https://www.baai.com","N/A","text-classification","N/A","Open-Source (Permissive)","The bge-reranker-base by BAAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",78,"2026-09-16"
"Qwen3-VL-4B-Instruct","Qwen3-VL-4B-Instruct","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3-VL-4B-Instruct by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"Qwen3-4B-Instruct-2507","Qwen3-4B-Instruct-2507","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-4B-Instruct-2507 by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Qwen3.6-27B","Qwen3.6-27B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.6-27B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",88,"2026-09-16"
"siglip2-base-patch16-256","siglip2-base-patch16-256","google","https://www.google.com","https://icon.horse/icon/google.com","zero-shot-image-classification","N/A","Open-Source (Permissive)","The siglip2-base-patch16-256 by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"CLIP-ViT-B-32-laion2B-s34B-b79K","CLIP-ViT-B-32-laion2B-s34B-b79K","laion","https://www.laion.com","N/A","zero-shot-image-classification","N/A","Open-Source (Permissive)","The CLIP-ViT-B-32-laion2B-s34B-b79K by laion is an advanced AI model. It features robust architecture and broad utility for developer applications.",83,"2026-09-16"
"Qwen-72B","Qwen-72B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen-72B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",79,"2026-09-16"
"distilbert-base-uncased-finetuned-sst-2-english","distilbert-base-uncased-finetuned-sst-2-english","distilbert","https://www.distilbert.com","N/A","text-classification","N/A","Open-Source (Permissive)","The distilbert-base-uncased-finetuned-sst-2-english by distilbert is an advanced AI model. It features robust architecture and broad utility for developer applications.",86,"2026-09-16"
"Qwen3-1.7B","Qwen3-1.7B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","text-generation","N/A","Open-Source (Permissive)","The Qwen3-1.7B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"bert-base-cased","bert-base-cased","google-bert","https://www.googlebert.com","N/A","fill-mask","N/A","Open-Source (Permissive)","The bert-base-cased by google-bert is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"inclusively-reformulation-it5","inclusively-reformulation-it5","E-MIMIC","https://www.emimic.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The inclusively-reformulation-it5 by E-MIMIC is an advanced AI model. It features robust architecture and broad utility for developer applications.",84,"2026-09-16"
"Qwen3.6-35B-A3B","Qwen3.6-35B-A3B","Qwen","https://www.qwen.com","https://icon.horse/icon/qwen.com","image-text-to-text","N/A","Open-Source (Permissive)","The Qwen3.6-35B-A3B by Qwen is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
"nsfw_image_detection","nsfw_image_detection","Falconsai","https://www.falconsai.com","N/A","image-classification","N/A","Open-Source (Permissive)","The nsfw_image_detection by Falconsai is an advanced AI model. It features robust architecture and broad utility for developer applications.",70,"2026-09-16"
"dinov2-small","dinov2-small","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","image-feature-extraction","N/A","Open-Source (Permissive)","The dinov2-small by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",94,"2026-09-16"
"Qwen3.8-27B-NVFP4","Qwen3.8-27B-NVFP4","unsloth","https://www.unsloth.com","N/A","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The Qwen3.8-27B-NVFP4 by unsloth is an advanced AI model. It features robust architecture and broad utility for developer applications.",93,"2026-09-16"
"pythia-160m","pythia-160m","EleutherAI","https://www.eleutherai.com","N/A","text-generation","N/A","Open-Source (Permissive)","The pythia-160m by EleutherAI is an advanced AI model. It features robust architecture and broad utility for developer applications.",85,"2026-09-16"
"wav2vec2-large-xlsr-53-polish","wav2vec2-large-xlsr-53-polish","jonatasgrosman","https://www.jonatasgrosman.com","https://icon.horse/icon/jonatasgrosman.com","automatic-speech-recognition","N/A","Open-Source (Permissive)","The wav2vec2-large-xlsr-53-polish by jonatasgrosman is an advanced AI model. It features robust architecture and broad utility for developer applications.",82,"2026-09-16"
"gemma-4-E2B-it","gemma-4-E2B-it","google","https://www.google.com","https://icon.horse/icon/google.com","any-to-any","N/A","Open-Source (Permissive)","The gemma-4-E2B-it by google is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"nomic-embed-text-v1","nomic-embed-text-v1","nomic-ai","https://www.nomicai.com","N/A","sentence-similarity","N/A","Open-Source (Permissive)","The nomic-embed-text-v1 by nomic-ai is an advanced AI model. It features robust architecture and broad utility for developer applications.",71,"2026-09-16"
"dinov2-base","dinov2-base","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","image-feature-extraction","N/A","Open-Source (Permissive)","The dinov2-base by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",87,"2026-09-16"
"bart-large-mnli","bart-large-mnli","facebook","https://www.facebook.com","https://icon.horse/icon/facebook.com","zero-shot-classification","N/A","Open-Source (Permissive)","The bart-large-mnli by facebook is an advanced AI model. It features robust architecture and broad utility for developer applications.",67,"2026-09-16"
"vocos-mel-24khz","vocos-mel-24khz","charactr","https://www.charactr.com","https://icon.horse/icon/charactr.com","Multimodal / Text Generation","N/A","Open-Source (Permissive)","The vocos-mel-24khz by charactr is an advanced AI model. It features robust architecture and broad utility for developer applications.",73,"2026-09-16"
"Kimi-K3-DSpark","Kimi-K3-DSpark","RadixArk","https://www.radixark.com","N/A","text-generation","N/A","Open-Source (Permissive)","The Kimi-K3-DSpark by RadixArk is an advanced AI model. It features robust architecture and broad utility for developer applications.",64,"2026-09-16"
